10,10__Inj_B_Set_2_Maf_A10.fsa,97,97,148,148,**,**,69,69,**,**,**,**,100,100,**,**,**,**,108,,**,**,**,**
11,11__Inj_B_Set_2_Maf_A11.fsa,97,97,148,148,**,**,69,69,163,167,250,250,100,103,176,176,352,352,**,**,**,**,**,**
12,12__Inj_B_Set_2_Maf_A12.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,352,108,108,171,171,**,**
13,13__Inj_B_Set_2_Maf_B01.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
14,14__Inj_B_Set_2_Maf_B02.fsa,100,100,148,148,268,268,69,69,163,167,250,250,100,100,176,176,353,353,108,108,171,171,261,261
15,15__Inj_B_Set_2_Maf_B03.fsa,97,97,148,148,**,**,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
16,16__Inj_B_Set_2_Maf_B04.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
17,17__Inj_B_Set_2_Maf_B05.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
18,18__Inj_B_Set_2_Maf_B06.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
19,19__Inj_B_Set_2_Maf_B07.fsa,97,97,148,148,268,,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
20,20__Inj_B_Set_2_Maf_B08.fsa,97,97,148,148,268,268,69,69,163,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
21,21__Inj_B_Set_2_Maf_B09.fsa,97,97,148,148,268,,69,69,159,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
22,22__Inj_B_Set_2_Maf_B10.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,352,352,108,108,171,171,261,261
23,23__Inj_B_Set_2_Maf_B11.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,100,176,176,352,352,108,108,171,171,261,261
24,24__Inj_B_Set_2_Maf_B12.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,100,176,,352,352,108,108,171,171,261,261
25,25__Inj_B_Set_2_Maf_C01.fsa,97,97,148,148,**,**,69,69,163,163,250,250,100,100,176,176,353,353,108,108,171,171,261,261
26,26__Inj_B_Set_2_Maf_C02.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,353,353,108,108,171,171,261,261
27,27__Inj_B_Set_2_Maf_C03.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
28,28__Inj_B_Set_2_Maf_C04.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
29,29__Inj_B_Set_2_Maf_C05.fsa,97,100,148,148,**,**,69,69,159,159,250,250,100,103,176,176,352,353,108,108,171,171,261,261
30,30__Inj_B_Set_2_Maf_C06.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
31,31__Inj_B_Set_2_Maf_C07.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
32,32__Inj_B_Set_2_Maf_C08.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
33,33__Inj_B_Set_2_Maf_C09.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
34,34__Inj_B_Set_2_Maf_C10.fsa,97,97,148,148,268,268,69,69,159,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
35,35__Inj_B_Set_2_Maf_C11.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
36,36__Inj_B_Set_2_Maf_C12.fsa,97,97,148,148,268,,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
37,37__Inj_B_Set_2_Maf_D01.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
38,38__Inj_B_Set_2_Maf_D02.fsa,97,97,148,148,**,**,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
39,39__Inj_B_Set_2_Maf_D03.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
40,40__Inj_B_Set_2_Maf_D04.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
41,41__Inj_B_Set_2_Maf_D05.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
42,42__Inj_B_Set_2_Maf_D06.fsa,97,97,148,148,**,**,69,69,163,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
43,43__Inj_B_Set_2_Maf_D07.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
44,44__Inj_B_Set_2_Maf_D08.fsa,97,100,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
45,45__Inj_B_Set_2_Maf_D09.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
46,46__Inj_B_Set_2_Maf_D10.fsa,97,97,148,148,**,**,69,69,**,**,250,250,100,103,176,,352,353,108,108,171,171,**,**
47,47__Inj_B_Set_2_Maf_D11.fsa,97,100,148,148,268,,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
48,48__Inj_B_Set_2_Maf_D12.fsa,97,100,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
49,49__Inj_B_Set_2_Maf_E01.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
50,50__Inj_B_Set_2_Maf_E02.fsa,97,100,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
51,51__Inj_B_Set_2_Maf_E03.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
52,52__Inj_B_Set_2_Maf_E04.fsa,97,97,148,148,268,,69,69,**,**,250,250,100,100,176,176,352,352,108,108,171,171,261,261
53,53__Inj_B_Set_2_Maf_E05.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,100,176,,352,352,108,108,171,171,261,261
54,54__Inj_B_Set_2_Maf_E06.fsa,97,100,148,148,**,**,69,69,159,163,250,250,100,103,176,176,352,352,108,108,171,171,**,**
55,55__Inj_B_Set_2_Maf_E07.fsa,97,97,148,148,**,**,69,69,163,167,250,250,100,100,176,176,352,,108,108,171,171,261,261
56,56__Inj_B_Set_2_Maf_E08.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
57,57__Inj_B_Set_2_Maf_E09.fsa,100,100,148,148,268,,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
58,58__Inj_B_Set_2_Maf_E10.fsa,97,97,148,148,**,**,69,69,167,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
59,59__Inj_B_Set_2_Maf_E11.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
60,60__Inj_B_Set_2_Maf_E12.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,103,176,,352,,108,108,171,171,261,
61,61__Inj_B_Set_2_Maf_F01.fsa,97,100,148,148,**,**,69,69,167,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
62,62__Inj_B_Set_2_Maf_F02.fsa,97,97,148,148,**,**,69,69,159,163,250,250,103,103,176,176,352,353,108,108,171,171,261,261
63,63__Inj_B_Set_2_Maf_F03.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,352,108,108,171,171,261,261
64,64__Inj_B_Set_2_Maf_F04.fsa,97,97,148,148,**,**,69,69,163,163,250,250,103,103,176,176,352,353,108,108,171,171,261,261
65,65__Inj_B_Set_2_Maf_F05.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,103,176,176,353,,108,108,171,171,261,261
66,66__Inj_B_Set_2_Maf_F06.fsa,97,97,148,148,**,**,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
67,67__Inj_B_Set_2_Maf_F07.fsa,97,97,148,148,**,**,69,69,163,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
68,68__Inj_B_Set_2_Maf_F08.fsa,97,100,148,148,**,**,69,69,159,167,250,,100,103,**,**,353,,108,108,171,171,261,
69,69__Inj_B_Set_2_Maf_F09.fsa,97,100,148,148,**,**,69,69,167,167,250,250,100,103,**,**,353,,108,108,171,171,**,**
70,70__Inj_B_Set_2_Maf_F10.fsa,97,97,148,148,**,**,69,69,163,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
71,71__Inj_B_Set_2_Maf_F11.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
72,72__Inj_B_Set_2_Maf_F12.fsa,97,97,148,148,**,**,69,69,159,159,250,,100,103,**,**,**,**,108,108,171,171,261,261
73,73__Inj_B_Set_2_Maf_G01.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,**,**
74,74__Inj_B_Set_2_Maf_G02.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
75,75__Inj_B_Set_2_Maf_G03.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
76,76__Inj_B_Set_2_Maf_G04.fsa,97,100,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
77,77__Inj_B_Set_2_Maf_G05.fsa,97,97,148,148,268,268,69,69,159,167,250,250,103,103,176,176,352,352,108,108,171,171,261,261
78,78__Inj_B_Set_2_Maf_G06.fsa,97,97,148,148,268,268,69,69,159,163,250,250,103,103,176,176,352,353,108,108,171,171,261,261
79,79__Inj_B_Set_2_Maf_G07.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
80,80__Inj_B_Set_2_Maf_G08.fsa,97,100,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
81,81__Inj_B_Set_2_Maf_G09.fsa,97,100,148,148,268,268,69,69,159,163,250,250,103,103,176,176,352,353,108,108,171,171,261,261
82,82__Inj_B_Set_2_Maf_G10.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
83,83__Inj_B_Set_2_Maf_G11.fsa,97,97,148,148,268,,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
84,84__Inj_B_Set_2_Maf_G12.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
85,85__Inj_B_Set_2_Maf_H01.fsa,97,97,148,148,**,**,69,69,163,167,250,250,103,103,176,,**,**,**,**,**,**,**,**
86,86__Inj_B_Set_2_Maf_H02.fsa,97,100,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
87,87__Inj_B_Set_2_Maf_H03.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,103,176,176,352,352,108,108,171,171,261,261
88,88__Inj_B_Set_2_Maf_H04.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
89,89__Inj_B_Set_2_Maf_H05.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
90,90__Inj_B_Set_2_Maf_H06.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
91,91__Inj_B_Set_2_Maf_H07.fsa,**,**,**,**,**,**,69,,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
92,92__Inj_B_Set_2_Maf_H08.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
93,93__Inj_B_Set_2_Maf_H09.fsa,97,97,148,148,268,268,69,69,163,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
94,94__Inj_B_Set_2_Maf_H10.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,103,176,176,352,352,108,108,171,171,261,261
95,95__Inj_B_Set_2_Maf_H11.fsa,97,97,148,148,268,268,69,69,163,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
96,96__Inj_B_Set_2_Maf_H12.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
97,97__Inj_B_Dil_Set_3_Maf_A01.fsa,97,100,148,148,268,268,69,69,159,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
98,98__Inj_B_Dil_Set_3_Maf_A02.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
99,99__Inj_B_Dil_Set_3_Maf_A03.fsa,97,97,148,148,**,**,69,69,167,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
100,100__Inj_B_Dil_Set_3_Maf_A04.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,100,176,176,353,353,108,108,171,171,261,261
101,101__Inj_B_Dil_Set_3_Maf_A05.fsa,97,100,148,148,268,268,69,69,163,167,250,250,100,100,176,176,353,353,108,108,171,171,261,261
102,102__Inj_B_Dil_Set_3_Maf_A06.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
103,103__Inj_B_Dil_Set_3_Maf_A07.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
104,104__Inj_B_Dil_Set_3_Maf_A08.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
105,105__Inj_B_Dil_Set_3_Maf_A09.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
106,106__Inj_B_Dil_Set_3_Maf_A10.fsa,97,97,148,148,268,268,69,69,159,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
107,107__Inj_B_Dil_Set_3_Maf_A11.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
108,108__Inj_B_Dil_Set_3_Maf_A12.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,100,176,176,**,**,108,108,171,171,261,261
109,109__Inj_B_Dil_Set_3_Maf_B01.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
110,110__Inj_B_Dil_Set_3_Maf_B02.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
111,111__Inj_B_Dil_Set_3_Maf_B03.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
112,112__Inj_B_Dil_Set_3_Maf_B04.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
113,113__Inj_B_Dil_Set_3_Maf_B05.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
114,114__Inj_B_Dil_Set_3_Maf_B06.fsa,97,97,148,148,**,**,69,69,163,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
115,115__Inj_B_Dil_Set_3_Maf_B07.fsa,97,100,148,148,**,**,69,69,163,167,250,250,103,103,176,176,352,353,108,108,171,171,261,
116,116__Inj_B_Dil_Set_3_Maf_B08.fsa,97,97,148,148,268,268,69,69,163,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
117,117__Inj_B_Dil_Set_3_Maf_B09.fsa,97,100,148,148,**,**,69,69,163,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
118,118__Inj_B_Dil_Set_3_Maf_B10.fsa,97,100,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
119,119__Inj_B_Dil_Set_3_Maf_B11.fsa,97,100,148,148,**,**,69,69,163,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
120,120__Inj_B_Dil_Set_3_Maf_B12.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
121,121__Inj_B_Dil_Set_3_Maf_C01.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
122,122__Inj_B_Dil_Set_3_Maf_C02.fsa,97,97,148,148,**,**,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
123,123__Inj_B_Dil_Set_3_Maf_C03.fsa,97,100,148,148,**,**,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
124,124__Inj_B_Dil_Set_3_Maf_C04.fsa,97,97,148,148,268,268,69,69,163,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
125,125__Inj_B_Dil_Set_3_Maf_C05.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
126,126__Inj_B_Dil_Set_3_Maf_C06.fsa,97,100,148,148,**,**,69,69,163,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
127,127__Inj_B_Dil_Set_3_Maf_C07.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
128,128__Inj_B_Dil_Set_3_Maf_C08.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
129,129__Inj_B_Dil_Set_3_Maf_C09.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
130,130__Inj_B_Dil_Set_3_Maf_C10.fsa,97,100,148,148,268,268,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
131,131__Inj_B_Dil_Set_3_Maf_C11.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
132,132__Inj_B_Dil_Set_3_Maf_C12.fsa,97,97,148,148,**,**,69,69,163,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
133,133__Inj_B_Dil_Set_3_Maf_D01.fsa,97,97,148,148,**,**,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
134,134__Inj_B_Dil_Set_3_Maf_D02.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,352,108,108,171,171,261,261
135,135__Inj_B_Dil_Set_3_Maf_D03.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,100,176,176,353,353,108,108,171,171,261,261
136,136__Inj_B_Dil_Set_3_Maf_D04.fsa,97,97,148,148,**,**,69,69,**,**,250,250,100,103,176,,352,352,108,108,171,,261,
137,137__Inj_B_Dil_Set_3_Maf_D05.fsa,97,97,148,148,**,**,69,69,163,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
138,138__Inj_B_Dil_Set_3_Maf_D06.fsa,97,97,148,148,**,**,69,69,159,163,250,250,103,103,176,176,352,352,108,108,171,171,261,261
139,139__Inj_B_Dil_Set_3_Maf_D07.fsa,97,100,148,148,**,**,69,69,167,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
140,140__Inj_B_Dil_Set_3_Maf_D08.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,352,352,108,108,171,171,261,261
141,141__Inj_B_Dil_Set_3_Maf_D09.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
142,142__Inj_B_Dil_Set_3_Maf_D10.fsa,97,100,148,148,268,268,69,69,159,159,250,250,100,103,176,176,353,353,108,108,171,171,261,261
143,143__Inj_B_Dil_Set_3_Maf_D11.fsa,97,97,148,148,**,**,69,69,163,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
144,144__Inj_B_Dil_Set_3_Maf_D12.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
145,145__Inj_B_Dil_Set_3_Maf_E01.fsa,97,97,148,148,**,**,69,69,163,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
146,146__Inj_B_Dil_Set_3_Maf_E02.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
147,147__Inj_B_Dil_Set_3_Maf_E03.fsa,97,97,148,148,**,**,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
148,148__Inj_B_Dil_Set_3_Maf_E04.fsa,97,97,148,148,**,**,69,69,163,163,250,250,100,100,176,176,353,353,108,108,171,171,261,261
149,149__Inj_B_Dil_Set_3_Maf_E05.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,103,176,176,352,352,108,108,171,171,261,261
150,150__Inj_B_Dil_Set_3_Maf_E06.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,103,176,176,352,352,108,108,171,171,261,261
151,151__Inj_B_Dil_Set_3_Maf_E07.fsa,97,100,148,148,**,**,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
152,152__Inj_B_Dil_Set_3_Maf_E08.fsa,97,100,148,148,**,**,69,69,159,163,250,250,100,100,176,176,352,353,108,108,171,171,261,261
153,153__Inj_B_Dil_Set_3_Maf_E09.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
154,154__Inj_B_Dil_Set_3_Maf_E10.fsa,97,100,148,148,**,**,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
155,155__Inj_B_Dil_Set_3_Maf_E11.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,103,176,176,352,352,108,108,171,171,261,
156,156__Inj_B_Dil_Set_3_Maf_E12.fsa,97,100,148,148,**,**,69,69,163,167,250,250,100,103,176,176,353,353,108,108,171,171,261,261
157,157__Inj_B_Dil_Set_3_Maf_F01.fsa,97,97,148,148,**,**,69,69,159,159,250,250,103,103,176,176,353,353,108,108,171,171,261,261
158,158__Inj_B_Dil_Set_3_Maf_F02.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
159,159__Inj_B_Dil_Set_3_Maf_F03.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,352,108,108,171,171,261,261
160,160__Inj_B_Dil_Set_3_Maf_F04.fsa,97,100,148,148,268,268,69,69,163,163,250,250,100,100,176,176,353,353,108,108,171,171,261,261
161,161__Inj_B_Dil_Set_3_Maf_F05.fsa,97,100,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
162,162__Inj_B_Dil_Set_3_Maf_F06.fsa,97,97,148,148,268,268,69,69,159,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
163,163__Inj_B_Dil_Set_3_Maf_F07.fsa,97,100,148,148,**,**,69,69,163,163,250,250,100,100,176,176,352,352,108,108,171,171,261,261
164,164__Inj_B_Dil_Set_3_Maf_F08.fsa,97,97,148,148,**,**,69,69,159,167,250,250,100,100,176,176,352,353,108,108,171,171,261,261
165,165__Inj_B_Dil_Set_3_Maf_F09.fsa,97,97,148,148,**,**,69,69,159,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
166,166__Inj_B_Dil_Set_3_Maf_F10.fsa,97,97,148,148,268,268,69,69,167,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
167,167__Inj_B_Dil_Set_3_Maf_F11.fsa,97,100,148,148,**,**,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
168,168__Inj_B_Dil_Set_3_Maf_F12.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,103,176,176,353,353,108,108,171,171,261,261
169,169__Inj_B_Dil_Set_3_Maf_G01.fsa,97,97,148,148,**,**,69,69,159,163,250,250,100,103,176,176,352,353,108,108,171,171,261,261
170,170__Inj_B_Dil_Set_3_Maf_G02.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,353,353,108,108,171,171,261,261
171,171__Inj_B_Dil_Set_3_Maf_G03.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,103,176,176,352,353,108,108,171,171,261,261
172,172__Inj_B_Dil_Set_3_Maf_G04.fsa,97,100,148,148,268,268,69,69,159,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
173,173__Inj_B_Dil_Set_3_Maf_G05.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,103,176,176,352,353,108,108,171,171,261,261
174,174__Inj_B_Dil_Set_3_Maf_G06.fsa,97,97,148,148,268,268,69,69,159,167,250,250,100,100,176,176,352,352,108,108,171,171,261,261
175,175__Inj_B_Dil_Set_3_Maf_G07.fsa,97,97,148,148,268,268,69,69,159,159,250,250,100,100,176,176,352,353,108,108,171,171,261,261
176,176__Inj_B_Dil_Set_3_Maf_G08.fsa,97,97,148,148,**,**,69,69,167,167,250,250,103,103,176,176,352,353,108,108,171,171,261,261
177,177__Inj_B_Dil_Set_3_Maf_G09.fsa,97,97,148,148,**,**,69,69,159,159,250,250,100,103,176,176,353,353,108,108,171,171,261,261
178,178__Inj_B_Dil_Set_3_Maf_G10.fsa,97,97,148,148,**,**,69,69,167,167,250,250,100,103,176,176,353,353,108,108,171,171,261,261
