10,10__Inj_H_Set_2_Maf_A10.fsa,64,64,163,163,261,261,104,104,**,**,OL,,**,**,151,151,**,**,64,64,,167,167,254,256
11,11__Inj_H_Set_2_Maf_A11.fsa,64,64,163,165,260,270,93,93,148,148,253,253,109,109,154,154,258,258,64,64,,167,167,256,257
12,12__Inj_H_Set_2_Maf_A12.fsa,64,64,163,163,261,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,171,254,257
13,13__Inj_H_Set_2_Maf_B01.fsa,64,64,163,163,261,270,93,104,145,151,253,253,109,116,151,154,258,258,64,64,,167,167,256,257
14,14__Inj_H_Set_2_Maf_B02.fsa,64,64,163,163,258,270,104,104,148,148,253,253,109,109,151,157,258,258,64,64,,167,167,256,257
15,15__Inj_H_Set_2_Maf_B03.fsa,64,64,163,165,261,270,104,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,257
16,16__Inj_H_Set_2_Maf_B04.fsa,64,64,163,165,261,270,93,104,145,148,253,253,109,109,154,154,258,258,64,64,,167,167,256,256
17,17__Inj_H_Set_2_Maf_B05.fsa,64,64,163,163,260,264,104,104,148,151,253,253,109,109,154,157,258,258,64,64,,167,169,256,256
18,18__Inj_H_Set_2_Maf_B06.fsa,64,64,163,163,**,**,101,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,256
19,19__Inj_H_Set_2_Maf_B07.fsa,64,64,163,163,260,264,104,104,151,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,256
20,20__Inj_H_Set_2_Maf_B08.fsa,64,64,163,163,261,264,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,169,256,257
21,21__Inj_H_Set_2_Maf_B09.fsa,64,64,163,165,260,261,101,104,148,151,253,253,109,116,154,154,258,258,64,64,,167,167,257,257
22,22__Inj_H_Set_2_Maf_B10.fsa,64,64,163,163,260,261,104,104,148,151,253,253,109,109,151,157,258,258,64,64,,167,169,256,256
23,23__Inj_H_Set_2_Maf_B11.fsa,64,64,163,163,260,264,101,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,256,256
24,24__Inj_H_Set_2_Maf_B12.fsa,64,64,163,165,264,270,93,104,151,151,253,253,109,109,151,151,258,258,64,64,,167,167,256,257
25,25__Inj_H_Set_2_Maf_C01.fsa,64,64,163,165,260,264,104,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
26,26__Inj_H_Set_2_Maf_C02.fsa,64,64,163,165,261,261,93,104,148,151,253,253,109,109,151,157,258,258,64,64,,167,169,254,257
27,27__Inj_H_Set_2_Maf_C03.fsa,64,64,163,165,260,261,93,104,145,151,253,253,109,109,154,154,258,258,64,64,,167,169,256,257
28,28__Inj_H_Set_2_Maf_C04.fsa,64,64,163,165,260,261,104,104,148,151,253,253,109,109,154,157,258,258,64,64,,167,169,**,**
29,29__Inj_H_Set_2_Maf_C05.fsa,64,64,163,163,258,264,101,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,167,**,**
30,30__Inj_H_Set_2_Maf_C06.fsa,64,64,163,163,270,270,101,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,169,256,257
31,31__Inj_H_Set_2_Maf_C07.fsa,64,64,163,165,264,270,104,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,169,256,257
32,32__Inj_H_Set_2_Maf_C08.fsa,64,64,163,165,258,261,93,104,148,151,253,253,109,109,151,157,258,258,64,64,,167,167,256,256
33,33__Inj_H_Set_2_Maf_C09.fsa,64,64,163,165,261,270,93,104,145,151,253,253,109,109,154,154,258,258,64,64,,167,169,256,257
34,34__Inj_H_Set_2_Maf_C10.fsa,64,64,163,165,258,264,104,104,145,148,253,253,109,109,154,154,258,258,64,64,,167,167,256,256
35,35__Inj_H_Set_2_Maf_C11.fsa,64,64,163,165,264,270,104,104,148,151,253,253,109,109,151,151,258,258,64,64,,169,169,254,256
36,36__Inj_H_Set_2_Maf_C12.fsa,64,64,163,163,260,264,93,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,254
37,37__Inj_H_Set_2_Maf_D01.fsa,64,64,163,163,261,264,93,104,151,151,253,253,109,116,154,154,258,258,64,64,,167,169,257,257
38,38__Inj_H_Set_2_Maf_D02.fsa,64,64,163,165,258,264,104,104,148,148,253,253,109,109,154,157,258,258,64,64,,167,169,257,257
39,39__Inj_H_Set_2_Maf_D03.fsa,64,64,163,163,260,264,104,104,145,148,253,253,109,109,154,154,258,258,64,64,,167,169,257,257
40,40__Inj_H_Set_2_Maf_D04.fsa,64,64,163,163,261,264,93,104,148,148,253,253,109,109,154,157,**,**,64,64,,167,169,256,256
41,41__Inj_H_Set_2_Maf_D05.fsa,64,64,163,163,261,264,104,104,145,148,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
42,42__Inj_H_Set_2_Maf_D06.fsa,60,60,163,163,270,270,104,104,148,151,253,253,109,109,154,154,**,**,60,60,,167,171,254,256
43,43__Inj_H_Set_2_Maf_D07.fsa,64,64,163,163,260,264,93,104,148,151,253,253,109,109,151,151,258,258,64,64,,**,**,257,257
44,44__Inj_H_Set_2_Maf_D08.fsa,64,64,165,165,258,264,93,104,151,151,253,253,109,109,154,154,258,258,64,64,,167,167,254,256
45,45__Inj_H_Set_2_Maf_D09.fsa,64,64,163,163,261,264,104,104,148,148,253,253,109,109,154,154,258,258,64,64,,167,167,256,256
46,46__Inj_H_Set_2_Maf_D10.fsa,64,64,**,**,**,**,101,104,148,151,253,253,109,109,151,154,**,**,64,64,,167,167,254,257
47,47__Inj_H_Set_2_Maf_D11.fsa,64,64,163,163,260,270,101,104,151,151,**,**,109,109,151,154,258,258,64,64,,167,167,257,257
48,48__Inj_H_Set_2_Maf_D12.fsa,64,64,163,165,264,264,93,104,148,151,253,253,109,109,154,157,258,258,64,64,,167,169,**,**
49,49__Inj_H_Set_2_Maf_E01.fsa,64,64,163,163,260,264,104,104,151,151,253,253,109,109,154,154,258,258,64,64,,169,169,254,256
50,50__Inj_H_Set_2_Maf_E02.fsa,64,64,163,163,261,264,101,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,254,256
51,51__Inj_H_Set_2_Maf_E03.fsa,64,64,163,165,264,270,104,104,145,151,253,253,109,116,151,157,258,258,64,64,,169,169,256,257
52,52__Inj_H_Set_2_Maf_E04.fsa,64,64,163,165,260,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,256,256
53,53__Inj_H_Set_2_Maf_E05.fsa,64,64,163,163,**,**,104,104,151,151,253,253,109,109,151,151,**,**,64,64,,167,169,256,256
54,54__Inj_H_Set_2_Maf_E06.fsa,64,64,163,165,264,264,93,104,148,148,253,253,109,109,154,157,258,258,64,64,,167,169,256,256
55,55__Inj_H_Set_2_Maf_E07.fsa,64,64,163,165,258,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,257
56,56__Inj_H_Set_2_Maf_E08.fsa,64,64,163,163,261,264,93,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,257
57,57__Inj_H_Set_2_Maf_E09.fsa,64,64,163,163,264,264,93,104,145,151,253,253,109,109,151,157,258,258,64,64,,**,**,**,**
58,58__Inj_H_Set_2_Maf_E10.fsa,64,64,163,163,258,264,104,104,151,151,253,253,109,109,151,154,258,258,64,64,,169,169,254,256
59,59__Inj_H_Set_2_Maf_E11.fsa,64,64,163,165,264,264,93,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,254,256
60,60__Inj_H_Set_2_Maf_E12.fsa,64,64,163,165,**,**,104,104,151,151,253,253,109,109,151,151,258,258,64,64,,167,167,256,257
61,61__Inj_H_Set_2_Maf_F01.fsa,64,64,163,165,**,**,93,104,151,151,**,**,109,109,151,154,258,258,64,64,,167,167,257,257
62,62__Inj_H_Set_2_Maf_F02.fsa,64,64,163,165,**,**,104,104,151,151,253,253,109,109,151,154,**,**,64,64,,167,169,254,256
63,63__Inj_H_Set_2_Maf_F03.fsa,64,64,163,165,264,270,104,104,145,148,253,253,109,109,151,157,258,258,64,64,,**,**,**,**
64,64__Inj_H_Set_2_Maf_F04.fsa,64,64,163,163,261,270,101,104,145,148,253,253,109,109,151,154,258,258,64,64,,167,169,254,256
65,65__Inj_H_Set_2_Maf_F05.fsa,64,64,163,163,**,**,93,101,151,151,253,253,109,109,154,157,258,258,64,64,,167,167,256,257
66,66__Inj_H_Set_2_Maf_F06.fsa,64,64,163,165,260,264,104,104,148,151,253,253,109,109,151,154,**,**,64,64,,167,169,254,256
67,67__Inj_H_Set_2_Maf_F07.fsa,64,64,163,163,261,261,104,104,145,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
68,68__Inj_H_Set_2_Maf_F08.fsa,64,64,163,165,**,**,104,104,151,151,253,253,109,109,154,154,**,**,64,64,,167,167,256,256
69,69__Inj_H_Set_2_Maf_F09.fsa,64,64,163,165,264,264,93,104,148,151,253,253,109,109,151,151,**,**,64,64,,167,167,254,257
70,70__Inj_H_Set_2_Maf_F10.fsa,64,64,163,163,261,261,93,104,145,148,253,253,109,109,154,154,**,**,64,64,,167,167,256,256
71,71__Inj_H_Set_2_Maf_F11.fsa,64,64,163,163,261,264,93,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,257
72,72__Inj_H_Set_2_Maf_F12.fsa,64,64,163,163,261,261,101,104,145,151,**,**,109,109,151,154,**,**,64,64,,167,169,256,257
73,73__Inj_H_Set_2_Maf_G01.fsa,64,64,163,163,261,261,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
74,74__Inj_H_Set_2_Maf_G02.fsa,64,64,163,163,260,260,101,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,256,256
75,75__Inj_H_Set_2_Maf_G03.fsa,64,64,163,165,260,270,93,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,169,256,256
76,76__Inj_H_Set_2_Maf_G04.fsa,64,64,163,163,260,264,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
77,77__Inj_H_Set_2_Maf_G05.fsa,64,64,163,163,260,261,93,104,151,151,253,253,109,109,154,157,258,258,64,64,,167,169,256,256
78,78__Inj_H_Set_2_Maf_G06.fsa,64,64,163,163,258,260,104,104,148,151,253,253,109,116,154,157,258,258,64,64,,167,167,256,256
79,79__Inj_H_Set_2_Maf_G07.fsa,64,64,163,163,258,270,93,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,167,254,256
80,80__Inj_H_Set_2_Maf_G08.fsa,64,64,165,165,264,264,93,93,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,254,256
81,81__Inj_H_Set_2_Maf_G09.fsa,64,64,163,163,258,264,104,104,145,148,253,253,109,109,151,154,258,258,64,64,,169,169,256,256
82,82__Inj_H_Set_2_Maf_G10.fsa,64,64,165,165,258,270,93,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,257,257
83,83__Inj_H_Set_2_Maf_G11.fsa,64,64,163,163,264,270,104,104,148,151,253,253,109,109,154,157,258,258,64,64,,167,167,254,256
84,84__Inj_H_Set_2_Maf_G12.fsa,64,64,163,163,261,270,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
85,85__Inj_H_Set_2_Maf_H01.fsa,64,64,163,163,**,**,104,104,151,151,**,**,109,109,154,154,**,**,64,64,,167,167,256,257
86,86__Inj_H_Set_2_Maf_H02.fsa,64,64,163,163,261,264,104,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,169,257,257
87,87__Inj_H_Set_2_Maf_H03.fsa,64,64,163,165,261,270,93,104,148,151,253,253,109,109,151,151,258,258,64,64,,167,169,256,256
88,88__Inj_H_Set_2_Maf_H04.fsa,64,64,163,163,264,264,93,104,145,148,253,253,109,109,154,154,258,258,64,64,,167,169,256,256
89,89__Inj_H_Set_2_Maf_H05.fsa,64,64,163,163,261,264,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,169,254,256
90,90__Inj_H_Set_2_Maf_H06.fsa,64,64,163,163,261,264,104,104,145,151,253,253,109,109,154,157,258,258,64,64,,167,169,254,257
91,91__Inj_H_Set_2_Maf_H07.fsa,60,OL,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,167,167,256,256
92,92__Inj_H_Set_2_Maf_H08.fsa,64,64,163,163,258,264,104,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,254,257
93,93__Inj_H_Set_2_Maf_H09.fsa,64,64,163,165,260,270,104,104,151,151,253,253,109,109,157,157,258,258,64,64,,167,167,256,256
94,94__Inj_H_Set_2_Maf_H10.fsa,64,64,163,165,270,270,101,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
95,95__Inj_H_Set_2_Maf_H11.fsa,64,64,163,163,261,264,104,104,148,148,253,253,109,109,151,157,258,258,64,64,,167,167,254,257
96,96__Inj_H_Set_2_Maf_H12.fsa,64,64,163,163,260,261,104,104,148,148,253,253,109,109,154,154,258,258,64,64,,167,167,257,257
97,97__Inj_H_Dil_Set_3_Maf_A01.fsa,64,64,**,**,**,**,93,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
98,98__Inj_H_Dil_Set_3_Maf_A02.fsa,64,64,**,**,**,**,104,104,148,151,253,253,109,109,154,154,258,258,64,64,,169,169,256,256
99,99__Inj_H_Dil_Set_3_Maf_A03.fsa,OL,,**,**,**,**,93,104,145,148,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
100,100__Inj_H_Dil_Set_3_Maf_A04.fsa,64,64,**,**,**,**,104,104,145,145,253,253,109,109,151,154,258,258,64,64,,167,171,254,257
101,101__Inj_H_Dil_Set_3_Maf_A05.fsa,64,64,163,163,261,264,93,104,148,151,253,253,109,116,157,157,258,258,64,64,,167,169,254,256
102,102__Inj_H_Dil_Set_3_Maf_A06.fsa,64,64,163,163,**,**,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,257,257
103,103__Inj_H_Dil_Set_3_Maf_A07.fsa,64,64,**,**,**,**,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
104,104__Inj_H_Dil_Set_3_Maf_A08.fsa,OL,,**,**,**,**,93,104,145,151,253,253,109,109,154,154,258,258,64,64,,167,169,256,256
105,105__Inj_H_Dil_Set_3_Maf_A09.fsa,64,,**,**,**,**,93,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,257
106,106__Inj_H_Dil_Set_3_Maf_A10.fsa,60,64,**,**,**,**,93,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,169,256,256
107,107__Inj_H_Dil_Set_3_Maf_A11.fsa,**,**,**,**,**,**,93,104,148,148,253,253,109,109,154,154,258,258,64,64,,167,167,256,257
108,108__Inj_H_Dil_Set_3_Maf_A12.fsa,**,**,**,**,**,**,93,104,148,148,253,253,109,109,154,157,258,258,64,64,,167,169,256,256
109,109__Inj_H_Dil_Set_3_Maf_B01.fsa,64,64,163,165,261,270,101,104,151,151,253,253,109,109,154,157,258,258,64,64,,167,167,256,256
110,110__Inj_H_Dil_Set_3_Maf_B02.fsa,64,64,163,165,261,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,254,256
111,111__Inj_H_Dil_Set_3_Maf_B03.fsa,64,64,163,163,264,270,93,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,254
112,112__Inj_H_Dil_Set_3_Maf_B04.fsa,64,64,163,165,264,270,101,104,145,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,256
113,113__Inj_H_Dil_Set_3_Maf_B05.fsa,64,64,163,163,264,270,104,104,145,151,253,253,109,109,154,157,258,258,64,64,,167,167,256,256
114,114__Inj_H_Dil_Set_3_Maf_B06.fsa,64,64,163,163,260,264,101,104,148,151,253,253,109,109,151,157,258,258,64,64,,167,169,256,256
115,115__Inj_H_Dil_Set_3_Maf_B07.fsa,64,64,**,**,260,264,104,104,148,151,253,253,109,109,154,157,258,258,64,64,,167,169,256,257
116,116__Inj_H_Dil_Set_3_Maf_B08.fsa,64,64,163,165,260,264,93,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,169,254,256
117,117__Inj_H_Dil_Set_3_Maf_B09.fsa,64,64,163,165,260,264,93,104,148,148,253,253,109,109,151,157,258,258,64,64,,167,167,254,257
118,118__Inj_H_Dil_Set_3_Maf_B10.fsa,64,64,163,163,264,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,256
119,119__Inj_H_Dil_Set_3_Maf_B11.fsa,64,64,163,163,264,270,101,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,256
120,120__Inj_H_Dil_Set_3_Maf_B12.fsa,64,64,163,165,264,270,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,169,256,256
121,121__Inj_H_Dil_Set_3_Maf_C01.fsa,64,64,163,163,264,264,104,104,148,148,253,253,109,109,154,157,258,258,64,64,,167,167,256,257
122,122__Inj_H_Dil_Set_3_Maf_C02.fsa,64,64,163,165,261,264,104,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,257
123,123__Inj_H_Dil_Set_3_Maf_C03.fsa,64,64,163,163,261,264,93,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,256,257
124,124__Inj_H_Dil_Set_3_Maf_C04.fsa,64,64,163,163,261,270,104,104,151,151,253,253,109,109,154,154,258,258,64,64,,167,167,254,257
125,125__Inj_H_Dil_Set_3_Maf_C05.fsa,64,64,163,163,260,264,93,104,151,151,253,253,109,109,151,157,258,258,64,64,,167,169,257,257
126,126__Inj_H_Dil_Set_3_Maf_C06.fsa,64,64,163,163,264,264,93,104,145,145,253,253,109,109,151,157,258,258,64,64,,167,167,256,257
127,127__Inj_H_Dil_Set_3_Maf_C07.fsa,64,64,163,163,261,264,93,93,148,151,253,253,109,109,154,157,258,258,64,64,,167,167,256,256
128,128__Inj_H_Dil_Set_3_Maf_C08.fsa,64,64,163,165,260,260,**,**,**,**,**,**,109,109,151,151,258,258,64,64,,167,169,254,257
129,129__Inj_H_Dil_Set_3_Maf_C09.fsa,64,64,163,163,261,264,104,104,151,151,253,253,109,109,151,151,258,258,64,64,,167,167,257,257
130,130__Inj_H_Dil_Set_3_Maf_C10.fsa,64,64,163,165,264,270,104,104,151,151,253,253,109,109,154,157,258,258,64,64,,167,167,254,256
131,131__Inj_H_Dil_Set_3_Maf_C11.fsa,64,64,163,163,264,270,104,104,151,151,253,253,109,109,151,157,258,258,64,64,,167,167,256,256
132,132__Inj_H_Dil_Set_3_Maf_C12.fsa,64,64,163,165,261,261,93,104,148,148,253,253,109,109,154,154,258,258,64,64,,167,167,254,256
133,133__Inj_H_Dil_Set_3_Maf_D01.fsa,64,64,165,165,258,261,104,104,148,148,253,253,109,116,151,154,258,258,64,64,,167,167,256,257
134,134__Inj_H_Dil_Set_3_Maf_D02.fsa,64,64,163,165,260,261,104,104,148,151,253,253,109,109,154,157,258,258,64,64,,167,167,254,257
135,135__Inj_H_Dil_Set_3_Maf_D03.fsa,64,64,165,165,260,270,104,104,148,148,253,253,109,116,154,154,258,258,64,64,,167,167,256,257
136,136__Inj_H_Dil_Set_3_Maf_D04.fsa,64,64,163,165,264,270,93,104,148,151,253,253,109,109,157,157,258,258,64,64,,167,167,254,256
137,137__Inj_H_Dil_Set_3_Maf_D05.fsa,64,64,163,163,260,264,101,104,148,151,253,253,109,109,154,157,258,258,64,64,,167,169,257,257
138,138__Inj_H_Dil_Set_3_Maf_D06.fsa,64,64,163,163,258,264,93,104,151,151,253,253,109,109,151,151,258,258,64,64,,167,169,257,257
139,139__Inj_H_Dil_Set_3_Maf_D07.fsa,64,64,**,**,258,258,104,104,148,148,253,253,109,109,151,154,**,**,64,64,,167,167,254,256
140,140__Inj_H_Dil_Set_3_Maf_D08.fsa,64,64,163,163,261,264,93,101,148,151,253,253,109,109,151,151,258,258,64,64,,167,167,256,256
141,141__Inj_H_Dil_Set_3_Maf_D09.fsa,64,64,163,165,264,270,104,104,145,151,253,253,109,109,151,157,258,258,64,64,,167,169,256,257
142,142__Inj_H_Dil_Set_3_Maf_D10.fsa,64,64,163,165,258,264,104,104,148,148,253,253,109,109,151,151,258,258,64,64,,167,169,254,254
143,143__Inj_H_Dil_Set_3_Maf_D11.fsa,64,64,163,165,260,261,101,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
144,144__Inj_H_Dil_Set_3_Maf_D12.fsa,64,64,163,163,261,264,93,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,256,257
145,145__Inj_H_Dil_Set_3_Maf_E01.fsa,64,64,163,165,264,264,93,104,151,151,253,253,109,109,154,154,258,258,64,64,,167,167,254,257
146,146__Inj_H_Dil_Set_3_Maf_E02.fsa,64,64,163,163,261,261,93,101,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,257
147,147__Inj_H_Dil_Set_3_Maf_E03.fsa,64,64,163,163,264,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,169,256,256
148,148__Inj_H_Dil_Set_3_Maf_E04.fsa,64,64,163,165,258,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,169,169,254,257
149,149__Inj_H_Dil_Set_3_Maf_E05.fsa,64,64,163,163,261,261,93,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,169,257,257
150,150__Inj_H_Dil_Set_3_Maf_E06.fsa,64,64,163,163,264,264,93,104,148,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,256
151,151__Inj_H_Dil_Set_3_Maf_E07.fsa,64,64,**,**,270,270,101,104,148,151,253,253,109,109,151,151,258,258,64,64,,167,167,256,256
152,152__Inj_H_Dil_Set_3_Maf_E08.fsa,64,64,163,163,264,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,169,169,254,256
153,153__Inj_H_Dil_Set_3_Maf_E09.fsa,64,64,163,163,264,270,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,**,**,257,257
154,154__Inj_H_Dil_Set_3_Maf_E10.fsa,64,64,163,165,264,270,104,104,148,148,253,253,109,109,154,157,258,258,64,64,,167,167,256,256
155,155__Inj_H_Dil_Set_3_Maf_E11.fsa,64,64,163,165,264,270,104,104,151,151,253,253,109,109,154,157,258,258,64,64,,167,171,256,257
156,156__Inj_H_Dil_Set_3_Maf_E12.fsa,64,64,163,163,264,264,93,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,257
157,157__Inj_H_Dil_Set_3_Maf_F01.fsa,64,64,163,165,264,264,104,104,145,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
158,158__Inj_H_Dil_Set_3_Maf_F02.fsa,64,64,163,165,260,261,104,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,257
159,159__Inj_H_Dil_Set_3_Maf_F03.fsa,64,64,163,163,264,270,104,104,145,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,256
160,160__Inj_H_Dil_Set_3_Maf_F04.fsa,64,64,163,165,261,264,104,104,151,151,253,253,109,109,151,151,258,258,64,64,,167,167,254,256
161,161__Inj_H_Dil_Set_3_Maf_F05.fsa,64,64,163,163,264,264,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,169,254,256
162,162__Inj_H_Dil_Set_3_Maf_F06.fsa,64,64,163,163,261,270,93,104,148,148,253,253,109,109,157,157,258,258,64,64,,167,169,257,257
163,163__Inj_H_Dil_Set_3_Maf_F07.fsa,64,64,163,165,264,270,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,257
164,164__Inj_H_Dil_Set_3_Maf_F08.fsa,64,64,163,165,270,270,104,104,148,148,253,253,109,109,154,154,258,258,64,64,,169,169,256,257
165,165__Inj_H_Dil_Set_3_Maf_F09.fsa,64,64,163,165,261,270,93,104,151,151,253,253,109,109,154,154,258,258,64,64,,167,167,256,256
166,166__Inj_H_Dil_Set_3_Maf_F10.fsa,64,64,163,163,261,264,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
167,167__Inj_H_Dil_Set_3_Maf_F11.fsa,64,64,163,163,261,264,104,104,151,151,253,253,109,109,154,154,258,258,64,64,,167,167,254,257
168,168__Inj_H_Dil_Set_3_Maf_F12.fsa,64,64,163,165,264,270,104,104,148,148,253,253,109,109,151,154,258,258,64,64,,167,167,256,256
169,169__Inj_H_Dil_Set_3_Maf_G01.fsa,64,64,**,**,**,**,104,104,148,151,253,253,109,109,151,154,258,258,64,64,,167,167,254,257
170,170__Inj_H_Dil_Set_3_Maf_G02.fsa,64,64,163,163,270,270,104,104,148,148,253,253,109,109,154,157,258,258,64,64,,167,169,256,256
171,171__Inj_H_Dil_Set_3_Maf_G03.fsa,64,64,163,165,260,270,93,104,148,151,253,253,109,109,151,157,258,258,64,64,,167,167,257,257
172,172__Inj_H_Dil_Set_3_Maf_G04.fsa,64,64,163,165,264,264,104,104,151,151,253,253,109,109,151,154,258,258,64,64,,167,171,256,256
173,173__Inj_H_Dil_Set_3_Maf_G05.fsa,64,64,163,165,264,270,93,93,148,151,253,253,109,109,151,154,258,258,64,64,,169,169,256,256
174,174__Inj_H_Dil_Set_3_Maf_G06.fsa,64,64,163,163,260,264,104,104,151,151,253,253,109,109,154,157,258,258,64,64,,167,169,256,257
175,175__Inj_H_Dil_Set_3_Maf_G07.fsa,64,64,163,163,264,270,104,104,151,151,253,253,109,109,151,157,258,258,64,64,,167,167,256,257
