10,10__Inj_J_Set_2_Maf_A10.fsa,67,67,147,147,242,242,75,75,149,149,**,**,71,71,145,145,**,**,79,79,**,**,**,**
11,11__Inj_J_Set_2_Maf_A11.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
12,12__Inj_J_Set_2_Maf_A12.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
13,13__Inj_J_Set_2_Maf_B01.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
14,14__Inj_J_Set_2_Maf_B02.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
15,15__Inj_J_Set_2_Maf_B03.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
16,16__Inj_J_Set_2_Maf_B04.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
17,17__Inj_J_Set_2_Maf_B05.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,**,**,79,79,150,150,**,**
18,18__Inj_J_Set_2_Maf_B06.fsa,67,67,147,147,**,**,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
19,19__Inj_J_Set_2_Maf_B07.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,**,**,79,79,150,150,**,**
20,20__Inj_J_Set_2_Maf_B08.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
21,21__Inj_J_Set_2_Maf_B09.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,**,**,79,79,150,150,**,**
22,22__Inj_J_Set_2_Maf_B10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
23,23__Inj_J_Set_2_Maf_B11.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
24,24__Inj_J_Set_2_Maf_B12.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
25,25__Inj_J_Set_2_Maf_C01.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
26,26__Inj_J_Set_2_Maf_C02.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,156,**,**
27,27__Inj_J_Set_2_Maf_C03.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
28,28__Inj_J_Set_2_Maf_C04.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,156,156,247,247
29,29__Inj_J_Set_2_Maf_C05.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
30,30__Inj_J_Set_2_Maf_C06.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
31,31__Inj_J_Set_2_Maf_C07.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
32,32__Inj_J_Set_2_Maf_C08.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,156,**,**
33,33__Inj_J_Set_2_Maf_C09.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
34,34__Inj_J_Set_2_Maf_C10.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
35,35__Inj_J_Set_2_Maf_C11.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,**,**,79,79,150,156,**,**
36,36__Inj_J_Set_2_Maf_C12.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
37,37__Inj_J_Set_2_Maf_D01.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
38,38__Inj_J_Set_2_Maf_D02.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
39,39__Inj_J_Set_2_Maf_D03.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
40,40__Inj_J_Set_2_Maf_D04.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
41,41__Inj_J_Set_2_Maf_D05.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
42,42__Inj_J_Set_2_Maf_D06.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,**,**,**,**,**,**
43,43__Inj_J_Set_2_Maf_D07.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
44,44__Inj_J_Set_2_Maf_D08.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
45,45__Inj_J_Set_2_Maf_D09.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
46,46__Inj_J_Set_2_Maf_D10.fsa,67,67,147,147,**,**,75,75,149,149,**,**,71,71,145,145,**,**,79,,**,**,**,**
47,47__Inj_J_Set_2_Maf_D11.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
48,48__Inj_J_Set_2_Maf_D12.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
49,49__Inj_J_Set_2_Maf_E01.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,156,**,**
50,50__Inj_J_Set_2_Maf_E02.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,156,**,**
51,51__Inj_J_Set_2_Maf_E03.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
52,52__Inj_J_Set_2_Maf_E04.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,156,**,**
53,53__Inj_J_Set_2_Maf_E05.fsa,67,67,147,147,**,**,75,75,149,149,**,**,71,71,145,145,**,**,**,**,**,**,**,**
54,54__Inj_J_Set_2_Maf_E06.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
55,55__Inj_J_Set_2_Maf_E07.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,**,**,79,79,**,**,**,**
56,56__Inj_J_Set_2_Maf_E08.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
57,57__Inj_J_Set_2_Maf_E09.fsa,67,67,147,147,**,**,75,75,149,149,246,248,71,71,145,145,**,**,79,,**,**,**,**
58,58__Inj_J_Set_2_Maf_E10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,**,**,**,**,**,**
59,59__Inj_J_Set_2_Maf_E11.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,**,**,**,**,**,**
60,60__Inj_J_Set_2_Maf_E12.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,**,**,**,**,**,**
61,61__Inj_J_Set_2_Maf_F01.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
62,62__Inj_J_Set_2_Maf_F02.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
63,63__Inj_J_Set_2_Maf_F03.fsa,67,67,147,147,245,245,75,75,149,149,246,248,71,71,145,145,**,**,79,79,150,150,**,**
64,64__Inj_J_Set_2_Maf_F04.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,**,**,**,**,**,**
65,65__Inj_J_Set_2_Maf_F05.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,**,**,79,79,150,150,**,**
66,66__Inj_J_Set_2_Maf_F06.fsa,67,67,147,147,242,245,75,75,149,149,**,**,71,71,145,145,**,**,**,**,**,**,**,**
67,67__Inj_J_Set_2_Maf_F07.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,**,**,**,**,**,**,**,**
68,68__Inj_J_Set_2_Maf_F08.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
69,69__Inj_J_Set_2_Maf_F09.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
70,70__Inj_J_Set_2_Maf_F10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
71,71__Inj_J_Set_2_Maf_F11.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
72,72__Inj_J_Set_2_Maf_F12.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
73,73__Inj_J_Set_2_Maf_G01.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,247,247
74,74__Inj_J_Set_2_Maf_G02.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
75,75__Inj_J_Set_2_Maf_G03.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
76,76__Inj_J_Set_2_Maf_G04.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
77,77__Inj_J_Set_2_Maf_G05.fsa,67,67,147,147,245,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
78,78__Inj_J_Set_2_Maf_G06.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
79,79__Inj_J_Set_2_Maf_G07.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
80,80__Inj_J_Set_2_Maf_G08.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,156,156,247,247
81,81__Inj_J_Set_2_Maf_G09.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
82,82__Inj_J_Set_2_Maf_G10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,156,**,**
83,83__Inj_J_Set_2_Maf_G11.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
84,84__Inj_J_Set_2_Maf_G12.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
85,85__Inj_J_Set_2_Maf_H01.fsa,67,67,147,147,242,242,75,75,149,149,**,**,71,71,145,145,**,**,79,79,**,**,**,**
86,86__Inj_J_Set_2_Maf_H02.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,247,247
87,87__Inj_J_Set_2_Maf_H03.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,156,156,247,247
88,88__Inj_J_Set_2_Maf_H04.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
89,89__Inj_J_Set_2_Maf_H05.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
90,90__Inj_J_Set_2_Maf_H06.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,156,**,**
91,91__Inj_J_Set_2_Maf_H07.fsa,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
92,92__Inj_J_Set_2_Maf_H08.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
93,93__Inj_J_Set_2_Maf_H09.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
94,94__Inj_J_Set_2_Maf_H10.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
95,95__Inj_J_Set_2_Maf_H11.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
96,96__Inj_J_Set_2_Maf_H12.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
97,97__Inj_J_Dil_Set_3_Maf_A01.fsa,67,67,147,147,**,**,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
98,98__Inj_J_Dil_Set_3_Maf_A02.fsa,67,67,147,147,**,**,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
99,99__Inj_J_Dil_Set_3_Maf_A03.fsa,**,**,**,**,**,**,75,75,149,149,246,246,71,71,145,145,**,**,79,79,**,**,**,**
100,100__Inj_J_Dil_Set_3_Maf_A04.fsa,67,67,147,147,**,**,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
101,101__Inj_J_Dil_Set_3_Maf_A05.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,156,156,247,247
102,102__Inj_J_Dil_Set_3_Maf_A06.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
103,103__Inj_J_Dil_Set_3_Maf_A07.fsa,67,67,147,147,**,**,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
104,104__Inj_J_Dil_Set_3_Maf_A08.fsa,**,**,**,**,**,**,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
105,105__Inj_J_Dil_Set_3_Maf_A09.fsa,67,67,**,**,**,**,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
106,106__Inj_J_Dil_Set_3_Maf_A10.fsa,67,67,**,**,**,**,75,75,149,149,246,246,71,71,145,145,318,318,79,79,150,150,247,247
107,107__Inj_J_Dil_Set_3_Maf_A11.fsa,**,**,**,**,**,**,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,156,**,**
108,108__Inj_J_Dil_Set_3_Maf_A12.fsa,67,67,147,147,**,**,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
109,109__Inj_J_Dil_Set_3_Maf_B01.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
110,110__Inj_J_Dil_Set_3_Maf_B02.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,156,156,**,**
111,111__Inj_J_Dil_Set_3_Maf_B03.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
112,112__Inj_J_Dil_Set_3_Maf_B04.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
113,113__Inj_J_Dil_Set_3_Maf_B05.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
114,114__Inj_J_Dil_Set_3_Maf_B06.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
115,115__Inj_J_Dil_Set_3_Maf_B07.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,**,**,**,**,**,**
116,116__Inj_J_Dil_Set_3_Maf_B08.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
117,117__Inj_J_Dil_Set_3_Maf_B09.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
118,118__Inj_J_Dil_Set_3_Maf_B10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
119,119__Inj_J_Dil_Set_3_Maf_B11.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
120,120__Inj_J_Dil_Set_3_Maf_B12.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
121,121__Inj_J_Dil_Set_3_Maf_C01.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
122,122__Inj_J_Dil_Set_3_Maf_C02.fsa,67,67,147,147,242,242,75,75,149,149,**,**,71,71,145,145,**,**,79,79,**,**,**,**
123,123__Inj_J_Dil_Set_3_Maf_C03.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
124,124__Inj_J_Dil_Set_3_Maf_C04.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
125,125__Inj_J_Dil_Set_3_Maf_C05.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
126,126__Inj_J_Dil_Set_3_Maf_C06.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
127,127__Inj_J_Dil_Set_3_Maf_C07.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
128,128__Inj_J_Dil_Set_3_Maf_C08.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
129,129__Inj_J_Dil_Set_3_Maf_C09.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
130,130__Inj_J_Dil_Set_3_Maf_C10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
131,131__Inj_J_Dil_Set_3_Maf_C11.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
132,132__Inj_J_Dil_Set_3_Maf_C12.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
133,133__Inj_J_Dil_Set_3_Maf_D01.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,**,**,79,79,**,**,**,**
134,134__Inj_J_Dil_Set_3_Maf_D02.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
135,135__Inj_J_Dil_Set_3_Maf_D03.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
136,136__Inj_J_Dil_Set_3_Maf_D04.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
137,137__Inj_J_Dil_Set_3_Maf_D05.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
138,138__Inj_J_Dil_Set_3_Maf_D06.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
139,139__Inj_J_Dil_Set_3_Maf_D07.fsa,67,67,147,147,242,242,75,75,149,149,**,**,71,71,145,145,**,**,79,79,**,**,**,**
140,140__Inj_J_Dil_Set_3_Maf_D08.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
141,141__Inj_J_Dil_Set_3_Maf_D09.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,156,**,**
142,142__Inj_J_Dil_Set_3_Maf_D10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
143,143__Inj_J_Dil_Set_3_Maf_D11.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
144,144__Inj_J_Dil_Set_3_Maf_D12.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
145,145__Inj_J_Dil_Set_3_Maf_E01.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
146,146__Inj_J_Dil_Set_3_Maf_E02.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
147,147__Inj_J_Dil_Set_3_Maf_E03.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
148,148__Inj_J_Dil_Set_3_Maf_E04.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
149,149__Inj_J_Dil_Set_3_Maf_E05.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
150,150__Inj_J_Dil_Set_3_Maf_E06.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
151,151__Inj_J_Dil_Set_3_Maf_E07.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
152,152__Inj_J_Dil_Set_3_Maf_E08.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,**,**,**,**,**,**
153,153__Inj_J_Dil_Set_3_Maf_E09.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,150,**,**
154,154__Inj_J_Dil_Set_3_Maf_E10.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
155,155__Inj_J_Dil_Set_3_Maf_E11.fsa,67,67,147,147,242,242,75,75,149,149,**,**,71,71,145,145,318,318,79,79,**,**,**,**
156,156__Inj_J_Dil_Set_3_Maf_E12.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
157,157__Inj_J_Dil_Set_3_Maf_F01.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
158,158__Inj_J_Dil_Set_3_Maf_F02.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,**,**,79,79,**,**,**,**
159,159__Inj_J_Dil_Set_3_Maf_F03.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
160,160__Inj_J_Dil_Set_3_Maf_F04.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,**,**,**,**
161,161__Inj_J_Dil_Set_3_Maf_F05.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
162,162__Inj_J_Dil_Set_3_Maf_F06.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
163,163__Inj_J_Dil_Set_3_Maf_F07.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,**,**,**,**
164,164__Inj_J_Dil_Set_3_Maf_F08.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,**,**,**,**
165,165__Inj_J_Dil_Set_3_Maf_F09.fsa,67,67,147,147,245,245,75,75,149,149,248,248,71,71,145,145,318,318,**,**,**,**,**,**
166,166__Inj_J_Dil_Set_3_Maf_F10.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,156,**,**
167,167__Inj_J_Dil_Set_3_Maf_F11.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
168,168__Inj_J_Dil_Set_3_Maf_F12.fsa,67,67,147,147,242,242,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
169,169__Inj_J_Dil_Set_3_Maf_G01.fsa,67,67,147,147,**,**,75,75,149,149,246,248,71,71,145,145,**,**,79,79,**,**,**,**
170,170__Inj_J_Dil_Set_3_Maf_G02.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
171,171__Inj_J_Dil_Set_3_Maf_G03.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
172,172__Inj_J_Dil_Set_3_Maf_G04.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,247,247
173,173__Inj_J_Dil_Set_3_Maf_G05.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,156,**,**
174,174__Inj_J_Dil_Set_3_Maf_G06.fsa,67,67,147,147,242,245,75,75,149,149,246,248,71,71,145,145,318,318,79,79,150,150,**,**
175,175__Inj_J_Dil_Set_3_Maf_G07.fsa,67,67,147,147,242,242,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
176,176__Inj_J_Dil_Set_3_Maf_G08.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,318,318,79,79,150,150,**,**
177,177__Inj_J_Dil_Set_3_Maf_G09.fsa,67,67,147,147,242,245,75,75,149,149,248,248,71,71,145,145,**,**,79,79,150,156,**,**
