10,10__Inj_I_Set_2_Maf_A10.fsa,104,104,241,241,**,**,116,116,244,253,**,**,66,66,**,**,253,253,129,129,228,228,**,**
11,11__Inj_I_Set_2_Maf_A11.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,169,169,253,253,129,139,228,228,332,332
12,12__Inj_I_Set_2_Maf_A12.fsa,104,104,240,240,**,**,116,116,244,244,315,315,66,66,167,167,253,253,129,129,228,228,332,332
13,13__Inj_I_Set_2_Maf_B01.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,161,253,253,139,139,228,228,332,332
14,14__Inj_I_Set_2_Maf_B02.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,169,253,253,129,129,228,228,332,332
15,15__Inj_I_Set_2_Maf_B03.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,132,228,228,332,332
16,16__Inj_I_Set_2_Maf_B04.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
17,17__Inj_I_Set_2_Maf_B05.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
18,18__Inj_I_Set_2_Maf_B06.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,169,253,253,129,129,228,228,**,**
19,19__Inj_I_Set_2_Maf_B07.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,169,253,253,129,139,228,228,332,332
20,20__Inj_I_Set_2_Maf_B08.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,161,253,253,129,129,228,228,332,332
21,21__Inj_I_Set_2_Maf_B09.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,129,228,228,332,332
22,22__Inj_I_Set_2_Maf_B10.fsa,104,104,241,241,OL,,116,116,244,244,315,315,66,66,161,167,253,253,129,129,228,228,332,332
23,23__Inj_I_Set_2_Maf_B11.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,139,228,228,332,332
24,24__Inj_I_Set_2_Maf_B12.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
25,25__Inj_I_Set_2_Maf_C01.fsa,104,104,241,241,**,**,116,116,238,253,315,315,66,66,165,169,253,253,129,129,228,228,332,332
26,26__Inj_I_Set_2_Maf_C02.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,167,169,253,253,129,129,228,228,332,332
27,27__Inj_I_Set_2_Maf_C03.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,129,228,228,332,332
28,28__Inj_I_Set_2_Maf_C04.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,169,253,253,129,139,228,228,332,332
29,29__Inj_I_Set_2_Maf_C05.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,161,253,253,129,132,228,228,**,**
30,30__Inj_I_Set_2_Maf_C06.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,169,253,253,129,129,228,228,332,332
31,31__Inj_I_Set_2_Maf_C07.fsa,104,104,241,241,**,**,116,116,253,253,315,315,66,66,161,167,253,253,129,139,228,228,332,332
32,32__Inj_I_Set_2_Maf_C08.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,161,253,253,129,129,228,228,332,332
33,33__Inj_I_Set_2_Maf_C09.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,167,253,253,139,139,228,228,332,332
34,34__Inj_I_Set_2_Maf_C10.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
35,35__Inj_I_Set_2_Maf_C11.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
36,36__Inj_I_Set_2_Maf_C12.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
37,37__Inj_I_Set_2_Maf_D01.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,139,228,228,332,332
38,38__Inj_I_Set_2_Maf_D02.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,161,253,253,129,139,228,228,332,332
39,39__Inj_I_Set_2_Maf_D03.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,167,253,253,129,132,228,228,332,332
40,40__Inj_I_Set_2_Maf_D04.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,167,169,253,253,132,139,228,228,332,332
41,41__Inj_I_Set_2_Maf_D05.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,139,228,228,332,332
42,42__Inj_I_Set_2_Maf_D06.fsa,104,104,241,241,**,**,116,116,253,253,**,**,66,66,161,169,253,253,139,139,228,228,332,332
43,43__Inj_I_Set_2_Maf_D07.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
44,44__Inj_I_Set_2_Maf_D08.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,132,139,228,228,**,**
45,45__Inj_I_Set_2_Maf_D09.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,167,169,253,253,129,132,228,228,**,**
46,46__Inj_I_Set_2_Maf_D10.fsa,104,104,**,**,**,**,**,**,**,**,315,315,66,66,**,**,**,**,129,129,**,**,**,**
47,47__Inj_I_Set_2_Maf_D11.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,139,228,228,**,**
48,48__Inj_I_Set_2_Maf_D12.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,169,253,253,129,132,228,228,332,332
49,49__Inj_I_Set_2_Maf_E01.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,169,253,253,129,132,228,228,332,332
50,50__Inj_I_Set_2_Maf_E02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,139,228,228,332,332
51,51__Inj_I_Set_2_Maf_E03.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,167,169,253,253,129,129,228,228,332,332
52,52__Inj_I_Set_2_Maf_E04.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,167,253,253,129,129,228,228,332,332
53,53__Inj_I_Set_2_Maf_E05.fsa,104,104,241,241,**,**,116,116,**,**,**,**,66,66,167,169,**,**,129,129,228,228,**,**
54,54__Inj_I_Set_2_Maf_E06.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
55,55__Inj_I_Set_2_Maf_E07.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,167,253,253,139,139,**,**,**,**
56,56__Inj_I_Set_2_Maf_E08.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,129,228,228,**,**
57,57__Inj_I_Set_2_Maf_E09.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,169,253,253,129,139,228,228,332,332
58,58__Inj_I_Set_2_Maf_E10.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,167,253,253,129,139,228,228,332,332
59,59__Inj_I_Set_2_Maf_E11.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,161,253,253,129,139,228,228,332,332
60,60__Inj_I_Set_2_Maf_E12.fsa,104,104,OL,,**,**,116,116,244,253,**,**,66,66,169,169,253,253,129,129,228,228,332,332
61,61__Inj_I_Set_2_Maf_F01.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
62,62__Inj_I_Set_2_Maf_F02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,139,228,228,**,**
63,63__Inj_I_Set_2_Maf_F03.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,169,169,253,253,132,139,228,228,332,332
64,64__Inj_I_Set_2_Maf_F04.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
65,65__Inj_I_Set_2_Maf_F05.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,139,228,228,**,**
66,66__Inj_I_Set_2_Maf_F06.fsa,104,104,241,241,**,**,116,116,238,244,**,**,66,66,167,169,253,253,129,129,228,228,332,332
67,67__Inj_I_Set_2_Maf_F07.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,169,169,253,253,129,132,228,228,**,**
68,68__Inj_I_Set_2_Maf_F08.fsa,104,104,**,**,**,**,116,OL,**,**,**,**,66,66,**,**,**,**,**,**,**,**,**,**
69,69__Inj_I_Set_2_Maf_F09.fsa,104,104,241,241,**,**,116,116,238,244,**,**,66,66,161,165,253,253,139,139,228,228,**,**
70,70__Inj_I_Set_2_Maf_F10.fsa,104,104,241,241,**,**,116,116,238,244,**,**,66,66,169,169,253,253,129,129,228,228,**,**
71,71__Inj_I_Set_2_Maf_F11.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
72,72__Inj_I_Set_2_Maf_F12.fsa,104,104,241,241,**,**,116,116,244,244,**,**,66,66,**,**,**,**,129,129,228,228,**,**
73,73__Inj_I_Set_2_Maf_G01.fsa,104,104,240,240,**,**,116,116,244,244,315,315,66,66,165,165,253,253,129,129,228,228,332,332
74,74__Inj_I_Set_2_Maf_G02.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,167,253,253,129,129,228,228,332,332
75,75__Inj_I_Set_2_Maf_G03.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,169,169,253,253,139,139,228,228,332,332
76,76__Inj_I_Set_2_Maf_G04.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
77,77__Inj_I_Set_2_Maf_G05.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,132,228,228,332,332
78,78__Inj_I_Set_2_Maf_G06.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
79,79__Inj_I_Set_2_Maf_G07.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,129,228,228,332,332
80,80__Inj_I_Set_2_Maf_G08.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,167,253,253,129,129,228,228,332,332
81,81__Inj_I_Set_2_Maf_G09.fsa,104,104,241,241,**,**,116,116,238,253,315,315,66,66,167,169,253,253,129,139,228,228,332,332
82,82__Inj_I_Set_2_Maf_G10.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,167,169,253,253,129,139,228,228,332,332
83,83__Inj_I_Set_2_Maf_G11.fsa,104,104,OL,,**,**,116,116,238,244,315,315,66,66,165,169,253,253,129,139,228,228,**,**
84,84__Inj_I_Set_2_Maf_G12.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,167,169,253,253,129,129,228,228,332,332
85,85__Inj_I_Set_2_Maf_H01.fsa,104,104,240,240,**,**,116,116,244,244,**,**,66,66,**,**,253,253,132,139,228,228,332,332
86,86__Inj_I_Set_2_Maf_H02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,129,228,228,332,332
87,87__Inj_I_Set_2_Maf_H03.fsa,104,104,241,241,OL,,116,116,244,244,315,315,66,66,161,167,253,253,129,139,228,228,332,332
88,88__Inj_I_Set_2_Maf_H04.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,139,228,228,332,332
89,89__Inj_I_Set_2_Maf_H05.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,161,253,253,129,139,228,228,332,332
90,90__Inj_I_Set_2_Maf_H06.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,167,169,253,253,129,129,228,228,332,332
91,91__Inj_I_Set_2_Maf_H07.fsa,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
92,92__Inj_I_Set_2_Maf_H08.fsa,104,104,241,241,**,**,116,124,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
93,93__Inj_I_Set_2_Maf_H09.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,167,169,253,253,129,129,228,228,332,332
94,94__Inj_I_Set_2_Maf_H10.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,169,253,253,129,139,228,228,332,332
95,95__Inj_I_Set_2_Maf_H11.fsa,104,104,OL,,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
96,96__Inj_I_Set_2_Maf_H12.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
97,97__Inj_I_Dil_Set_3_Maf_A01.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,169,169,253,253,129,132,228,228,332,332
98,98__Inj_I_Dil_Set_3_Maf_A02.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,169,253,253,129,129,228,228,332,332
99,99__Inj_I_Dil_Set_3_Maf_A03.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
100,100__Inj_I_Dil_Set_3_Maf_A04.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,167,253,253,132,132,228,228,332,332
101,101__Inj_I_Dil_Set_3_Maf_A05.fsa,104,104,241,241,315,315,116,116,244,253,315,315,66,66,161,169,253,253,129,129,228,228,332,332
102,102__Inj_I_Dil_Set_3_Maf_A06.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,167,253,253,129,129,228,228,332,332
103,103__Inj_I_Dil_Set_3_Maf_A07.fsa,104,104,241,241,**,**,116,116,238,238,315,315,66,66,165,167,253,253,129,129,228,228,332,332
104,104__Inj_I_Dil_Set_3_Maf_A08.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,161,253,253,129,129,228,228,332,332
105,105__Inj_I_Dil_Set_3_Maf_A09.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,165,253,253,129,139,228,228,332,332
106,106__Inj_I_Dil_Set_3_Maf_A10.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,139,228,228,332,332
107,107__Inj_I_Dil_Set_3_Maf_A11.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,165,253,253,129,139,228,228,332,332
108,108__Inj_I_Dil_Set_3_Maf_A12.fsa,104,104,241,241,**,**,116,124,244,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
109,109__Inj_I_Dil_Set_3_Maf_B01.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,161,253,253,129,139,228,228,332,332
110,110__Inj_I_Dil_Set_3_Maf_B02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,167,253,253,129,129,228,228,332,332
111,111__Inj_I_Dil_Set_3_Maf_B03.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,165,253,253,129,139,228,228,332,332
112,112__Inj_I_Dil_Set_3_Maf_B04.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,161,253,253,129,129,228,228,332,332
113,113__Inj_I_Dil_Set_3_Maf_B05.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
114,114__Inj_I_Dil_Set_3_Maf_B06.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,165,253,253,129,129,228,228,332,332
115,115__Inj_I_Dil_Set_3_Maf_B07.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,165,253,253,129,139,228,228,332,332
116,116__Inj_I_Dil_Set_3_Maf_B08.fsa,104,104,241,241,315,315,116,116,244,244,315,315,66,66,167,169,253,253,129,129,228,228,332,332
117,117__Inj_I_Dil_Set_3_Maf_B09.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,169,253,253,129,139,228,228,332,332
118,118__Inj_I_Dil_Set_3_Maf_B10.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
119,119__Inj_I_Dil_Set_3_Maf_B11.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,165,253,253,129,129,228,228,332,332
120,120__Inj_I_Dil_Set_3_Maf_B12.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,167,169,253,253,129,132,228,228,332,332
121,121__Inj_I_Dil_Set_3_Maf_C01.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,165,253,253,129,139,228,228,332,332
122,122__Inj_I_Dil_Set_3_Maf_C02.fsa,104,104,241,241,**,**,116,116,244,244,**,**,66,66,161,169,253,253,129,139,228,228,**,**
123,123__Inj_I_Dil_Set_3_Maf_C03.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,169,169,253,253,129,139,228,228,332,332
124,124__Inj_I_Dil_Set_3_Maf_C04.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,132,139,228,228,332,332
125,125__Inj_I_Dil_Set_3_Maf_C05.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,167,169,253,253,129,129,228,228,**,**
126,126__Inj_I_Dil_Set_3_Maf_C06.fsa,104,104,241,241,**,**,116,116,**,**,**,**,66,66,161,167,253,253,**,**,228,228,**,**
127,127__Inj_I_Dil_Set_3_Maf_C07.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,129,228,228,332,332
128,128__Inj_I_Dil_Set_3_Maf_C08.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,167,169,253,253,129,129,228,228,332,332
129,129__Inj_I_Dil_Set_3_Maf_C09.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,139,228,228,332,332
130,130__Inj_I_Dil_Set_3_Maf_C10.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,139,228,228,332,332
131,131__Inj_I_Dil_Set_3_Maf_C11.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,167,253,253,129,129,228,228,332,332
132,132__Inj_I_Dil_Set_3_Maf_C12.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,167,169,253,253,129,129,228,228,332,332
133,133__Inj_I_Dil_Set_3_Maf_D01.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
134,134__Inj_I_Dil_Set_3_Maf_D02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
135,135__Inj_I_Dil_Set_3_Maf_D03.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,165,253,253,129,129,228,228,332,332
136,136__Inj_I_Dil_Set_3_Maf_D04.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,139,228,228,332,332
137,137__Inj_I_Dil_Set_3_Maf_D05.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,167,253,253,129,129,228,228,332,332
138,138__Inj_I_Dil_Set_3_Maf_D06.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,139,228,228,332,332
139,139__Inj_I_Dil_Set_3_Maf_D07.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,161,253,253,129,129,228,228,332,332
140,140__Inj_I_Dil_Set_3_Maf_D08.fsa,104,104,241,241,**,**,116,116,238,253,315,315,66,66,161,169,253,253,129,129,228,228,332,332
141,141__Inj_I_Dil_Set_3_Maf_D09.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
142,142__Inj_I_Dil_Set_3_Maf_D10.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,169,253,253,129,132,228,228,332,332
143,143__Inj_I_Dil_Set_3_Maf_D11.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
144,144__Inj_I_Dil_Set_3_Maf_D12.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
145,145__Inj_I_Dil_Set_3_Maf_E01.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,167,253,253,129,139,228,228,332,332
146,146__Inj_I_Dil_Set_3_Maf_E02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,139,228,228,332,332
147,147__Inj_I_Dil_Set_3_Maf_E03.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,169,253,253,129,129,228,228,332,332
148,148__Inj_I_Dil_Set_3_Maf_E04.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,139,228,228,332,332
149,149__Inj_I_Dil_Set_3_Maf_E05.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,167,253,253,129,139,228,228,332,332
150,150__Inj_I_Dil_Set_3_Maf_E06.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,165,169,253,253,129,139,228,228,332,332
151,151__Inj_I_Dil_Set_3_Maf_E07.fsa,104,104,241,241,**,**,116,116,244,244,**,**,66,66,161,161,253,253,129,129,228,228,**,**
152,152__Inj_I_Dil_Set_3_Maf_E08.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,169,169,253,253,129,139,228,228,332,332
153,153__Inj_I_Dil_Set_3_Maf_E09.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
154,154__Inj_I_Dil_Set_3_Maf_E10.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,167,169,253,253,129,129,228,228,332,332
155,155__Inj_I_Dil_Set_3_Maf_E11.fsa,104,104,241,241,**,**,116,116,244,244,**,**,66,66,167,169,253,253,129,129,228,228,**,**
156,156__Inj_I_Dil_Set_3_Maf_E12.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,139,228,228,332,332
157,157__Inj_I_Dil_Set_3_Maf_F01.fsa,104,104,241,241,**,**,116,116,238,253,315,315,66,66,161,169,253,253,129,129,228,228,332,332
158,158__Inj_I_Dil_Set_3_Maf_F02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,132,139,228,228,332,332
159,159__Inj_I_Dil_Set_3_Maf_F03.fsa,104,104,241,241,**,**,116,116,238,253,315,315,66,66,161,169,253,253,139,139,228,228,332,332
160,160__Inj_I_Dil_Set_3_Maf_F04.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,139,228,228,332,332
161,161__Inj_I_Dil_Set_3_Maf_F05.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
162,162__Inj_I_Dil_Set_3_Maf_F06.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,139,228,228,332,332
163,163__Inj_I_Dil_Set_3_Maf_F07.fsa,104,104,241,241,**,**,116,116,238,244,315,315,66,66,165,165,253,253,129,139,228,228,332,332
164,164__Inj_I_Dil_Set_3_Maf_F08.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,167,253,253,129,139,228,228,332,332
165,165__Inj_I_Dil_Set_3_Maf_F09.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,165,169,253,253,129,129,228,228,332,332
166,166__Inj_I_Dil_Set_3_Maf_F10.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,167,253,253,129,129,228,228,332,332
167,167__Inj_I_Dil_Set_3_Maf_F11.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
168,168__Inj_I_Dil_Set_3_Maf_F12.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,169,169,253,253,129,129,228,228,332,332
169,169__Inj_I_Dil_Set_3_Maf_G01.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,167,253,253,129,132,228,228,332,332
170,170__Inj_I_Dil_Set_3_Maf_G02.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
171,171__Inj_I_Dil_Set_3_Maf_G03.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,169,253,253,129,129,228,228,332,332
172,172__Inj_I_Dil_Set_3_Maf_G04.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,161,165,253,253,129,129,228,228,332,332
173,173__Inj_I_Dil_Set_3_Maf_G05.fsa,104,104,241,241,**,**,116,116,244,244,315,315,66,66,167,169,253,253,129,129,228,228,**,**
174,174__Inj_I_Dil_Set_3_Maf_G06.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,169,169,253,253,139,139,228,228,332,332
175,175__Inj_I_Dil_Set_3_Maf_G07.fsa,104,104,241,241,**,**,116,116,238,253,315,315,66,66,161,161,253,253,129,129,228,228,332,332
176,176__Inj_I_Dil_Set_3_Maf_G08.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,169,169,253,253,129,139,228,228,332,332
177,177__Inj_I_Dil_Set_3_Maf_G09.fsa,104,104,241,241,**,**,116,116,244,253,315,315,66,66,161,165,253,253,129,132,228,228,332,332
